x,y
3.64,121.354958852556
3.65,124.923072836378
3.66,123.986598961123
3.67,124.356352652922
3.68,123.892443113608
3.69,133.85338793972
3.7,130.375569885562
3.71,127.306404469869
3.72,118.686022787962
3.73,117.851365615392
3.74,115.991115928743
3.75,142.086084695008
3.76,132.85748602172
3.77,128.853456797923
3.78,121.911889473823
3.79,121.00167708428
3.8,130.718700799385
3.81,136.582849850033
3.82,118.09673616131
3.83,125.250769166631
3.84,127.399972988568
3.85,116.605962290271
3.86,132.810730965659
3.87,125.728597860892
3.88,139.049499132885
3.89,126.003907509005
3.9,130.630212626178
3.91,121.864093081287
3.92,124.881521948944
3.93,121.854349966598
3.94,130.815640112856
3.95,136.063723571198
3.96,125.33932526406
3.97,131.275073248665
3.98,125.987753461307
3.99,129.511483630194
4,135.812414895939
4.01,129.754987318245
4.02,123.235377881171
4.03,124.328963233286
4.04,128.312598774408
4.05,128.258486306582
4.06,124.489350259785
4.07,130.518847212858
4.08,136.772634108562
4.09,128.199639605788
4.1,128.535013224368
4.11,117.232759585374
4.12,125.429298034219
4.13,121.975582767306
4.14,127.780468547433
4.15,133.043112361047
4.16,138.794723185548
4.17,140.432077204011
4.18,129.594366761616
4.19,128.506544796659
4.2,135.055596729569
4.21,133.261361546244
4.22,134.897956986202
4.23,135.04214826706
4.24,122.249949045123
4.25,133.827267981959
4.26,130.298703018428
4.27,126.560510114123
4.28,127.010108428475
4.29,138.327653447043
4.3,126.488701301995
4.31,124.126559280175
4.32,132.462597697806
4.33,142.760955359286
4.34,131.525527543683
4.35,133.205705515045
4.36,126.176864046758
4.37,141.12433524141
4.38,132.371783416819
4.39,134.748823877813
4.4,126.378156058687
4.41,136.733608264382
4.42,134.15610950888
4.43,125.426797951512
4.44,132.306312318222
4.45,129.583928315822
4.46,132.842145846339
4.47,130.863150140499
4.48,131.278546895701
4.49,126.547757801637
4.5,130.658915188703
4.51,136.935221816707
4.52,142.575575493702
4.53,126.101064026907
4.54,146.318899556801
4.55,141.540718114117
4.56,133.879617542801
4.57,131.27468721468
4.58,129.081299386338
4.59,137.872466968023
4.6,129.244357750165
4.61,130.639665905903
4.62,138.372028274249
4.63,135.892617594746
4.64,138.586802367476
4.65,136.424351039595
4.66,131.336968540846
4.67,130.763735198091
4.68,138.295159057481
4.69,130.007702149127
4.7,140.657793174719
4.71,138.472894418561
4.72,135.678518127523
4.73,134.128372096944
4.74,136.262118995273
4.75,154.333746408434
4.76,133.679695006683
4.77,125.525499339452
4.78,145.366136264605
4.79,138.002955033696
4.8,130.910268926301
4.81,149.575214864318
4.82,137.877555825579
4.83,136.485432941486
4.84,130.450330380547
4.85,128.885429575856
4.86,124.949224953478
4.87,132.681555240462
4.88,129.162785845654
4.89,138.918840530625
4.9,133.491169049494
4.91,145.444064007053
4.92,144.042473862607
4.93,136.444006955784
4.94,133.969715469301
4.95,142.211360889553
4.96,129.190861324778
4.97,139.626583457292
4.98,132.049531221771
4.99,133.650239836121
5,132.174215428844
