x,y,y_pred
3.63,13.4373665446431,21.78
3.64,5.3178998186817,21.84
3.65,17.7604899964536,21.9
3.66,3.73827241910659,21.96
3.67,10.353998620398,22.02
3.68,22.5660023139955,22.08
3.69,43.2231679889402,22.14
3.7,10.1528642701173,22.2
3.71,-2.20787563403427,22.26
3.72,-10.6283831752543,22.32
3.73,-15.6138018722918,22.38
3.74,25.2827884188849,22.44
3.75,-3.11217804980344,22.5
3.76,36.7331388469135,22.56
3.77,9.19026402542481,22.62
3.78,27.1056168264076,22.68
3.79,-21.8519513870257,22.74
3.8,29.7273000596979,22.8
3.81,38.1514550602499,22.86
3.82,10.3946693437159,22.92
3.83,-3.32014123999616,22.98
3.84,34.0885854737494,23.04
3.85,13.4644637887698,23.1
3.86,9.70406961521032,23.16
3.87,17.7232576065276,23.22
3.88,8.85583965086837,23.28
3.89,35.2714924646609,23.34
3.9,7.98005249929267,23.4
3.91,23.5204723869727,23.46
3.92,11.1092208113861,23.52
3.93,21.3800170050593,23.58
3.94,35.2419487637951,23.64
3.95,30.4842965533701,23.7
3.96,6.55448366248084,23.76
3.97,26.6436532039153,23.82
3.98,46.1489869547214,23.88
3.99,12.4241676586961,23.94
4,33.2286979265541,24
4.01,-4.79260120464906,24.06
4.02,54.4719424673734,24.12
4.03,34.6806251256958,24.18
4.04,41.9504723592338,24.24
4.05,51.2259976060877,24.3
4.06,19.3238339927263,24.36
4.07,13.4366435892698,24.42
4.08,31.6854341640923,24.48
4.09,24.1668433208926,24.54
4.1,36.3414702597403,24.6
4.11,9.16506186381316,24.66
4.12,1.11370929001005,24.72
4.13,-12.0452657288846,24.78
4.14,32.9906053951774,24.84
4.15,33.2126084230904,24.9
4.16,57.6055393877807,24.96
4.17,44.8327099156536,25.02
4.18,13.9827840338837,25.08
4.19,23.7794554185761,25.14
4.2,16.3860463783133,25.2
4.21,11.5049832666456,25.26
4.22,14.3281105812818,25.32
4.23,11.0546985637524,25.38
4.24,27.0363626411254,25.44
4.25,-21.8170702324221,25.5
4.26,28.0853082552252,25.56
4.27,-4.55906855235287,25.62
4.28,28.210993360237,25.68
4.29,37.5590807174889,25.74
4.3,28.6708096709692,25.8
4.31,39.7641116017737,25.86
4.32,19.0984478226631,25.92
4.33,23.4399708705703,25.98
4.34,47.064973146554,26.04
4.35,21.1318170025028,26.1
4.36,21.6846464427921,26.16
4.37,10.9078564502828,26.22
4.38,25.2964508740496,26.28
4.39,14.8533915845177,26.34
4.4,49.0245768225548,26.4
4.41,30.0565550992963,26.46
4.42,25.3946041466305,26.52
4.43,3.17313968834622,26.58
4.44,36.3851642531481,26.64
4.45,42.450028542721,26.7
4.46,27.8092979493846,26.76
4.47,33.4136765734051,26.82
4.48,6.88042596382535,26.88
4.49,38.5541980560131,26.94
4.5,12.6487226843087,27
4.51,51.4831710434267,27.06
4.52,52.8817513034174,27.12
4.53,27.597376061437,27.18
4.54,14.829844313245,27.24
4.55,26.3504486750952,27.3
4.56,42.0710352707072,27.36
4.57,16.1710686116906,27.42
4.58,15.3962357860013,27.48
4.59,32.217442809056,27.54
4.6,36.6695782203547,27.6
4.61,29.2161322779262,27.66
4.62,-2.71988263770091,27.72
4.63,-3.82864306998284,27.78
4.64,20.7712834986857,27.84
4.65,20.3947609113133,27.9
4.66,19.0006595020957,27.96
4.67,15.0225163787323,28.02
4.68,9.61012479868725,28.08
4.69,25.2426313404171,28.14
4.7,45.1213997619603,28.2
4.71,30.747273997316,28.26
4.72,27.4974332937937,28.32
4.73,12.2763102450385,28.38
4.74,14.401286551515,28.44
4.75,-9.22807665886429,28.5
4.76,37.5096126718767,28.56
4.77,18.7172331730168,28.62
4.78,26.750458540078,28.68
4.79,40.7834013222759,28.74
4.8,19.6261847461927,28.8
4.81,9.2721039375986,28.86
4.82,39.1712116374719,28.92
4.83,25.4236412385012,28.98
4.84,29.7165861002508,29.04
4.85,30.18523454989,29.1
4.86,24.2505871811446,29.16
4.87,6.04718625803251,29.22
4.88,31.2397554264471,29.28
4.89,0.02432821213959,29.34
4.9,53.6560456434918,29.4
4.91,46.3948607909179,29.46
4.92,11.5191162308939,29.52
4.93,15.5643799251427,29.58
4.94,36.3823577417291,29.64
4.95,39.1820388823259,29.7
4.96,30.9728436565792,29.76
4.97,10.5290153734988,29.82
4.98,33.2716963563418,29.88
4.99,32.7112437506243,29.94
5,34.1049594422569,30
